
-----------------------------------------------------------------------------------------------------------------
|	x	|	f_szereg(x)	|	f_scisle(x)	|	l_wyr_szer	|	war_stopu	|
-----------------------------------------------------------------------------------------------------------------
|        10.0000|              -0.759718|              -0.759688|                     16|	epsilon
|        10.1000|              -0.820859|              -0.820813|                     16|	epsilon
|        10.2000|              -0.873808|              -0.873737|                     16|	epsilon
|        10.3000|              -0.917975|              -0.917931|                     17|	epsilon
|        10.4000|              -0.953020|              -0.952953|                     17|	epsilon
|        10.5000|              -0.978440|              -0.978453|                     18|	epsilon
|        10.6000|              -0.994157|              -0.994178|                     18|	epsilon
|        10.7000|              -0.999937|              -0.999968|                     18|	epsilon
|        10.8000|              -0.995721|              -0.995768|                     18|	epsilon
|        10.9000|              -0.981548|              -0.981618|                     18|	epsilon
|        11.0000|              -0.957616|              -0.957659|                     19|	epsilon
|        11.1000|              -0.924068|              -0.924133|                     19|	epsilon
|        11.2000|              -0.881277|              -0.881372|                     19|	epsilon
|        11.3000|              -0.829826|              -0.829806|                     20|	epsilon
|        11.4000|              -0.769978|              -0.769948|                     20|	epsilon
|        11.5000|              -0.702442|              -0.702397|                     20|	epsilon
|        11.6000|              -0.627895|              -0.627828|                     20|	epsilon
|        11.7000|              -0.547083|              -0.546986|                     20|	epsilon
|        11.8000|              -0.460740|              -0.460679|                     21|	epsilon
|        11.9000|              -0.369858|              -0.369768|                     21|	epsilon
|        12.0000|              -0.275143|              -0.275163|                     22|	epsilon
|        12.1000|              -0.177780|              -0.177809|                     22|	epsilon
|        12.2000|              -0.078635|              -0.078678|                     22|	epsilon
|        12.3000|               0.021301|               0.021239|                     22|	epsilon
|        12.4000|               0.121034|               0.120944|                     22|	epsilon
|        12.5000|               0.219497|               0.219440|                     23|	epsilon
|        12.6000|               0.315826|               0.315744|                     23|	epsilon
|        12.7000|               0.408874|               0.408893|                     24|	epsilon
|        12.8000|               0.497928|               0.497956|                     24|	epsilon
|        12.9000|               0.582004|               0.582044|                     24|	epsilon
|        13.0000|               0.660259|               0.660317|                     24|	epsilon
|        13.1000|               0.732003|               0.731991|                      6|	epsilon
|        13.2000|               0.796386|               0.796352|                      6|	epsilon
|        13.3000|               0.852839|               0.852757|                      6|	epsilon
|        13.4000|               0.900691|               0.900640|                      7|	epsilon
|        13.5000|               0.939519|               0.939525|                      8|	epsilon
|        13.6000|               0.969010|               0.969022|                      8|	epsilon
|        13.7000|               0.988810|               0.988837|                      8|	epsilon
|        13.8000|               0.998718|               0.998772|                      8|	epsilon
|        13.9000|               0.998695|               0.998728|                      9|	epsilon
|        14.0000|               0.988641|               0.988705|                      9|	epsilon
|        14.1000|               0.968811|               0.968802|                     10|	epsilon
|        14.2000|               0.939236|               0.939220|                     10|	epsilon
|        14.3000|               0.900283|               0.900254|                     10|	epsilon
|        14.4000|               0.852344|               0.852292|                     10|	epsilon
|        14.5000|               0.795904|               0.795815|                     10|	epsilon
|        14.6000|               0.731441|               0.731386|                     11|	epsilon
|        14.7000|               0.659742|               0.659649|                     11|	epsilon
|        14.8000|               0.581308|               0.581322|                     12|	epsilon
|        14.9000|               0.497162|               0.497186|                     12|	epsilon
|        15.0000|               0.408042|               0.408082|                     12|	epsilon
|        15.1000|               0.314834|               0.314901|                     12|	epsilon
|        15.2000|               0.218532|               0.218573|                     13|	epsilon
|        15.3000|               0.119995|               0.120062|                     13|	epsilon
|        15.4000|               0.020362|               0.020351|                     14|	epsilon
|        15.5000|              -0.079545|              -0.079564|                     14|	epsilon
|        15.6000|              -0.178653|              -0.178683|                     14|	epsilon
|        15.7000|              -0.275970|              -0.276017|                     14|	epsilon
|        15.8000|              -0.370520|              -0.370593|                     14|	epsilon
|        15.9000|              -0.461421|              -0.461467|                     15|	epsilon
|        16.0000|              -0.547658|              -0.547729|                     15|	epsilon
|        16.1000|              -0.628532|              -0.628519|                     16|	epsilon
|        16.2000|              -0.703050|              -0.703029|                     16|	epsilon
|        16.3000|              -0.770547|              -0.770514|                     16|	epsilon
|        16.4000|              -0.830351|              -0.830301|                     16|	epsilon
|        16.5000|              -0.881867|              -0.881792|                     16|	epsilon
|        16.6000|              -0.924519|              -0.924472|                     17|	epsilon
|        16.7000|              -0.957987|              -0.957915|                     17|	epsilon
|        16.8000|              -0.981772|              -0.981787|                     18|	epsilon
|        16.9000|              -0.995827|              -0.995849|                     18|	epsilon
|        17.0000|              -0.999928|              -0.999961|                     18|	epsilon
|        17.1000|              -0.994032|              -0.994082|                     18|	epsilon
|        17.2000|              -0.978195|              -0.978270|                     18|	epsilon
|        17.3000|              -0.952636|              -0.952683|                     19|	epsilon
|        17.4000|              -0.917509|              -0.917578|                     19|	epsilon
|        17.5000|              -0.873319|              -0.873305|                     20|	epsilon
|        17.6000|              -0.820327|              -0.820305|                     20|	epsilon
|        17.7000|              -0.759143|              -0.759110|                     20|	epsilon
|        17.8000|              -0.690378|              -0.690330|                     20|	epsilon
|        17.9000|              -0.614723|              -0.614652|                     20|	epsilon
|        18.0000|              -0.532878|              -0.532833|                     21|	epsilon
|        18.1000|              -0.445756|              -0.445690|                     21|	epsilon
|        18.2000|              -0.354189|              -0.354094|                     21|	epsilon
|        18.3000|              -0.258938|              -0.258960|                     22|	epsilon
|        18.4000|              -0.161207|              -0.161238|                     22|	epsilon
|        18.5000|              -0.061859|              -0.061905|                     22|	epsilon
|        18.6000|               0.038113|               0.038046|                     22|	epsilon
|        18.7000|               0.137713|               0.137617|                     22|	epsilon
|        18.8000|               0.235874|               0.235813|                     23|	epsilon
|        18.9000|               0.331741|               0.331653|                     23|	epsilon
|        19.0000|               0.424172|               0.424179|                      4|	epsilon
|        19.1000|               0.512413|               0.512467|                      4|	epsilon
|        19.2000|               0.595593|               0.595634|                      5|	epsilon
|        19.3000|               0.672854|               0.672850|                      6|	epsilon
|        19.4000|               0.743357|               0.743344|                      6|	epsilon
|        19.5000|               0.806448|               0.806409|                      6|	epsilon
|        19.6000|               0.861513|               0.861418|                      6|	epsilon
|        19.7000|               0.907878|               0.907820|                      7|	epsilon
|        19.8000|               0.945144|               0.945151|                      8|	epsilon
|        19.9000|               0.973023|               0.973038|                      8|	epsilon
|        20.0000|               0.991172|               0.991203|                      8|	epsilon
|        20.1000|               0.999403|               0.999464|                      8|	epsilon
|        20.2000|               0.997702|               0.997739|                      9|	epsilon
|        20.3000|               0.985974|               0.986045|                      9|	epsilon
|        20.4000|               0.964508|               0.964498|                     10|	epsilon
|        20.5000|               0.933332|               0.933315|                     10|	epsilon
|        20.6000|               0.892838|               0.892806|                     10|	epsilon
|        20.7000|               0.843433|               0.843377|                     10|	epsilon
|        20.8000|               0.785618|               0.785521|                     10|	epsilon
|        20.9000|               0.719876|               0.719816|                     11|	epsilon
|        21.0000|               0.646911|               0.646919|                     12|	epsilon
|        21.1000|               0.567543|               0.567559|                     12|	epsilon
|        21.2000|               0.482501|               0.482527|                     12|	epsilon
|        21.3000|               0.392630|               0.392674|                     12|	epsilon
|        21.4000|               0.298826|               0.298898|                     12|	epsilon
|        21.5000|               0.202090|               0.202135|                     13|	epsilon
|        21.6000|               0.103281|               0.103353|                     13|	epsilon
|        21.7000|               0.003550|               0.003538|                     14|	epsilon
|        21.8000|              -0.096293|              -0.096313|                     14|	epsilon
|        21.9000|              -0.195169|              -0.195201|                     14|	epsilon
|        22.0000|              -0.292088|              -0.292139|                     14|	epsilon
|        22.1000|              -0.386078|              -0.386158|                     14|	epsilon
|        22.2000|              -0.476268|              -0.476318|                     15|	epsilon
|        22.3000|              -0.561642|              -0.561719|                     15|	epsilon
|        22.4000|              -0.641522|              -0.641508|                     16|	epsilon
|        22.5000|              -0.714909|              -0.714887|                     16|	epsilon
|        22.6000|              -0.781158|              -0.781123|                     16|	epsilon
|        22.7000|              -0.839608|              -0.839554|                     16|	epsilon
|        22.8000|              -0.889678|              -0.889597|                     16|	epsilon
|        22.9000|              -0.930802|              -0.930751|                     17|	epsilon
|        23.0000|              -0.962683|              -0.962606|                     17|	epsilon
|        23.1000|              -0.984827|              -0.984842|                     18|	epsilon
|        23.2000|              -0.997215|              -0.997239|                     18|	epsilon
|        23.3000|              -0.999635|              -0.999671|                     18|	epsilon
|        23.4000|              -0.992061|              -0.992114|                     18|	epsilon
|        23.5000|              -0.974566|              -0.974645|                     18|	epsilon
|        23.6000|              -0.947388|              -0.947438|                     19|	epsilon
|        23.7000|              -0.910690|              -0.910764|                     19|	epsilon
|        23.8000|              -0.865005|              -0.864990|                     20|	epsilon
|        23.9000|              -0.810597|              -0.810573|                     20|	epsilon
|        24.0000|              -0.748092|              -0.748058|                     20|	epsilon
|        24.1000|              -0.678119|              -0.678068|                     20|	epsilon
|        24.2000|              -0.601378|              -0.601302|                     20|	epsilon
|        24.3000|              -0.518577|              -0.518529|                     21|	epsilon
|        24.4000|              -0.430645|              -0.430575|                     21|	epsilon
|        24.5000|              -0.338304|              -0.338319|                     22|	epsilon
|        24.6000|              -0.242660|              -0.242683|                     22|	epsilon
|        24.7000|              -0.144588|              -0.144621|                     22|	epsilon
|        24.8000|              -0.045066|              -0.045115|                     22|	epsilon
|        24.9000|               0.054913|               0.054842|                     22|	epsilon
|        25.0000|               0.154296|               0.154251|                     23|	epsilon
|        25.1000|               0.252184|               0.252119|                     23|	epsilon
|        25.2000|               0.347562|               0.347468|                     23|	epsilon
|        25.3000|               0.439324|               0.439345|                     24|	epsilon
|        25.4000|               0.526801|               0.526833|                     24|	epsilon
|        25.5000|               0.609010|               0.609056|                     24|	epsilon
|        25.6000|               0.685128|               0.685194|                     24|	epsilon
|        25.7000|               0.754392|               0.754485|                     24|	epsilon
|        25.8000|               0.816179|               0.816239|                     25|	epsilon
|        25.9000|               0.869751|               0.869836|                     25|	epsilon
|        26.0000|               0.914810|               0.914742|                      7|	epsilon
|        26.1000|               0.950502|               0.950509|                      8|	epsilon
|        26.2000|               0.976762|               0.976778|                      8|	epsilon
|        26.3000|               0.993254|               0.993288|                      8|	epsilon
|        26.4000|               0.999805|               0.999873|                      8|	epsilon
|        26.5000|               0.996426|               0.996468|                      9|	epsilon
|        26.6000|               0.983028|               0.983106|                      9|	epsilon
|        26.7000|               0.959932|               0.959922|                     10|	epsilon
|        26.8000|               0.927165|               0.927146|                     10|	epsilon
|        26.9000|               0.885142|               0.885107|                     10|	epsilon
|        27.0000|               0.834285|               0.834223|                     10|	epsilon
|        27.1000|               0.775043|               0.775005|                     11|	epsilon
|        27.2000|               0.708108|               0.708043|                     11|	epsilon
|        27.3000|               0.633997|               0.634006|                     12|	epsilon
|        27.4000|               0.553618|               0.553635|                     12|	epsilon
|        27.5000|               0.467703|               0.467732|                     12|	epsilon
|        27.6000|               0.377107|               0.377155|                     12|	epsilon
|        27.7000|               0.282732|               0.282810|                     12|	epsilon
|        27.8000|               0.185591|               0.185640|                     13|	epsilon
|        27.9000|               0.086536|               0.086614|                     13|	epsilon
|        28.0000|              -0.013264|              -0.013277|                     14|	epsilon
|        28.1000|              -0.113014|              -0.113035|                     14|	epsilon
|        28.2000|              -0.211629|              -0.211664|                     14|	epsilon
|        28.3000|              -0.308123|              -0.308178|                     14|	epsilon
|        28.4000|              -0.401527|              -0.401613|                     14|	epsilon
|        28.5000|              -0.490981|              -0.491035|                     15|	epsilon
|        28.6000|              -0.575468|              -0.575550|                     15|	epsilon
|        28.7000|              -0.654331|              -0.654316|                     16|	epsilon
|        28.8000|              -0.726567|              -0.726543|                     16|	epsilon
|        28.9000|              -0.791548|              -0.791511|                     16|	epsilon
|        29.0000|              -0.848628|              -0.848570|                     16|	epsilon
|        29.1000|              -0.897238|              -0.897151|                     16|	epsilon
|        29.2000|              -0.936823|              -0.936768|                     17|	epsilon
|        29.3000|              -0.967107|              -0.967025|                     17|	epsilon
|        29.4000|              -0.987603|              -0.987619|                     18|	epsilon
|        29.5000|              -0.998321|              -0.998346|                     18|	epsilon
|        29.6000|              -0.999060|              -0.999098|                     18|	epsilon
|        29.7000|              -0.989810|              -0.989867|                     18|	epsilon
|        29.8000|              -0.970660|              -0.970745|                     18|	epsilon
|        29.9000|              -0.941871|              -0.941924|                     19|	epsilon
|        30.0000|              -0.903613|              -0.903692|                     19|	epsilon
|        30.1000|              -0.856447|              -0.856431|                     20|	epsilon
|        30.2000|              -0.800637|              -0.800612|                     20|	epsilon
|        30.3000|              -0.736831|              -0.736794|                     20|	epsilon
|        30.4000|              -0.665668|              -0.665613|                     20|	epsilon
|        30.5000|              -0.587863|              -0.587783|                     20|	epsilon
|        30.6000|              -0.504130|              -0.504079|                     21|	epsilon
|        30.7000|              -0.415414|              -0.415339|                     21|	epsilon
|        30.8000|              -0.322433|              -0.322449|                     22|	epsilon
|        30.9000|              -0.226313|              -0.226337|                     22|	epsilon
|        31.0000|              -0.127928|              -0.127964|                     22|	epsilon
|        31.1000|              -0.028260|              -0.028312|                     22|	epsilon
|        31.2000|               0.071699|               0.071623|                     22|	epsilon
|        31.3000|               0.170890|               0.170842|                     23|	epsilon
|        31.4000|               0.268424|               0.268355|                     23|	epsilon
|        31.5000|               0.363284|               0.363185|                     23|	epsilon
|        31.6000|               0.454364|               0.454387|                     24|	epsilon
|        31.7000|               0.541016|               0.541049|                     24|	epsilon
|        31.8000|               0.622257|               0.622305|                     24|	epsilon
|        31.9000|               0.697274|               0.697344|                     24|	epsilon
|        32.0000|               0.765434|               0.765414|                      6|	epsilon
|        32.1000|               0.825890|               0.825837|                      6|	epsilon
|        32.2000|               0.878041|               0.878008|                      7|	epsilon
|        32.3000|               0.921483|               0.921406|                      7|	epsilon
|        32.4000|               0.955590|               0.955599|                      8|	epsilon
|        32.5000|               0.980224|               0.980243|                      8|	epsilon
|        32.6000|               0.995054|               0.995092|                      8|	epsilon
|        32.7000|               0.999924|               1.000000|                      8|	epsilon
|        32.8000|               0.994869|               0.994915|                      9|	epsilon
|        32.9000|               0.979803|               0.979890|                      9|	epsilon
|        33.0000|               0.955085|               0.955074|                     10|	epsilon
|        33.1000|               0.920736|               0.920715|                     10|	epsilon
|        33.2000|               0.877195|               0.877156|                     10|	epsilon
|        33.3000|               0.824902|               0.824834|                     10|	epsilon
|        33.4000|               0.764312|               0.764270|                     11|	epsilon
|        33.5000|               0.696141|               0.696069|                     11|	epsilon
|        33.6000|               0.620903|               0.620914|                     12|	epsilon
|        33.7000|               0.539536|               0.539555|                     12|	epsilon
|        33.8000|               0.452773|               0.452804|                     12|	epsilon
|        33.9000|               0.361478|               0.361530|                     12|	epsilon
|        34.0000|               0.266558|               0.266643|                     12|	epsilon
|        34.1000|               0.169039|               0.169092|                     13|	epsilon
|        34.2000|               0.069767|               0.069851|                     13|	epsilon
|        34.3000|              -0.030073|              -0.030087|                     14|	epsilon
|        34.4000|              -0.129702|              -0.129725|                     14|	epsilon
|        34.5000|              -0.228030|              -0.228067|                     14|	epsilon
|        34.6000|              -0.324071|              -0.324130|                     14|	epsilon
|        34.7000|              -0.416862|              -0.416954|                     14|	epsilon
|        34.8000|              -0.505555|              -0.505613|                     15|	epsilon
|        34.9000|              -0.589130|              -0.589219|                     15|	epsilon
|        35.0000|              -0.666955|              -0.666938|                     16|	epsilon
|        35.1000|              -0.738019|              -0.737993|                     16|	epsilon
|        35.2000|              -0.801715|              -0.801675|                     16|	epsilon
|        35.3000|              -0.857408|              -0.857346|                     16|	epsilon
|        35.4000|              -0.904545|              -0.904451|                     16|	epsilon
|        35.5000|              -0.942578|              -0.942519|                     17|	epsilon
|        35.6000|              -0.971258|              -0.971170|                     17|	epsilon
|        35.7000|              -0.990100|              -0.990117|                     18|	epsilon
|        35.8000|              -0.999145|              -0.999172|                     18|	epsilon
|        35.9000|              -0.998202|              -0.998243|                     18|	epsilon
|        36.0000|              -0.987278|              -0.987339|                     18|	epsilon
|        36.1000|              -0.966480|              -0.966571|                     18|	epsilon
|        36.2000|              -0.936088|              -0.936145|                     19|	epsilon
|        36.3000|              -0.896281|              -0.896365|                     19|	epsilon
|        36.4000|              -0.847647|              -0.847629|                     20|	epsilon
|        36.5000|              -0.790451|              -0.790424|                     20|	epsilon
|        36.6000|              -0.725361|              -0.725321|                     20|	epsilon
|        36.7000|              -0.653030|              -0.652971|                     20|	epsilon
|        36.8000|              -0.574183|              -0.574097|                     20|	epsilon
|        36.9000|              -0.489541|              -0.489487|                     21|	epsilon
|        37.0000|              -0.400065|              -0.399985|                     21|	epsilon
|        37.1000|              -0.306470|              -0.306488|                     22|	epsilon
|        37.2000|              -0.209902|              -0.209928|                     22|	epsilon
|        37.3000|              -0.111232|              -0.111270|                     22|	epsilon
|        37.4000|              -0.011445|              -0.011501|                     22|	epsilon
|        37.5000|               0.088464|               0.088384|                     22|	epsilon
|        37.6000|               0.187436|               0.187385|                     23|	epsilon
|        37.7000|               0.284587|               0.284514|                     23|	epsilon
|        37.8000|               0.378783|               0.378800|                     24|	epsilon
|        37.9000|               0.469277|               0.469301|                     24|	epsilon
|        38.0000|               0.555094|               0.555113|                      5|	epsilon
|        38.1000|               0.635298|               0.635379|                      5|	epsilon
|        38.2000|               0.709304|               0.709296|                      6|	epsilon
|        38.3000|               0.776150|               0.776126|                      6|	epsilon
|        38.4000|               0.835264|               0.835202|                      6|	epsilon
|        38.5000|               0.885970|               0.885932|                      7|	epsilon
|        38.6000|               0.927898|               0.927810|                      7|	epsilon
|        38.7000|               0.960408|               0.960418|                      8|	epsilon
|        38.8000|               0.983409|               0.983430|                      8|	epsilon
|        38.9000|               0.996572|               0.996616|                      8|	epsilon
|        39.0000|               0.999759|               0.999843|                      8|	epsilon
|        39.1000|               0.993029|               0.993081|                      9|	epsilon
|        39.2000|               0.976301|               0.976396|                      9|	epsilon
|        39.3000|               0.949968|               0.949956|                     10|	epsilon
|        39.4000|               0.914047|               0.914023|                     10|	epsilon
|        39.5000|               0.869001|               0.868958|                     10|	epsilon
|        39.6000|               0.815285|               0.815211|                     10|	epsilon
|        39.7000|               0.753364|               0.753318|                     11|	epsilon
|        39.8000|               0.683977|               0.683899|                     11|	epsilon
|        39.9000|               0.607634|               0.607646|                     12|	epsilon
|        40.0000|               0.525302|               0.525322|                     12|	epsilon
|        40.1000|               0.437715|               0.437749|                     12|	epsilon
|        40.2000|               0.345745|               0.345802|                     12|	epsilon
|        40.3000|               0.250308|               0.250400|                     12|	epsilon
|        40.4000|               0.152439|               0.152496|                     13|	epsilon
|        40.5000|               0.052977|               0.053069|                     13|	epsilon
|        40.6000|              -0.046874|              -0.046889|                     14|	epsilon
|        40.7000|              -0.146353|              -0.146379|                     14|	epsilon
|        40.8000|              -0.244365|              -0.244405|                     14|	epsilon
|        40.9000|              -0.339926|              -0.339990|                     14|	epsilon
|        41.0000|              -0.432079|              -0.432178|                     14|	epsilon
|        41.1000|              -0.519985|              -0.520047|                     15|	epsilon
|        41.2000|              -0.602625|              -0.602721|                     15|	epsilon
|        41.3000|              -0.679390|              -0.679372|                     16|	epsilon
|        41.4000|              -0.749263|              -0.749235|                     16|	epsilon
|        41.5000|              -0.811655|              -0.811612|                     16|	epsilon
|        41.6000|              -0.865946|              -0.865880|                     16|	epsilon
|        41.7000|              -0.911596|              -0.911496|                     16|	epsilon
|        41.8000|              -0.948067|              -0.948005|                     17|	epsilon
|        41.9000|              -0.975135|              -0.975041|                     17|	epsilon
|        42.0000|              -0.992317|              -0.992335|                     18|	epsilon
|        42.1000|              -0.999686|              -0.999715|                     18|	epsilon
|        42.2000|              -0.997061|              -0.997105|                     18|	epsilon
|        42.3000|              -0.984467|              -0.984533|                     18|	epsilon
|        42.4000|              -0.962026|              -0.962123|                     18|	epsilon
|        42.5000|              -0.930039|              -0.930100|                     19|	epsilon
|        42.6000|              -0.888694|              -0.888784|                     19|	epsilon
|        42.7000|              -0.838607|              -0.838588|                     20|	epsilon
|        42.8000|              -0.780041|              -0.780013|                     20|	epsilon
|        42.9000|              -0.713686|              -0.713644|                     20|	epsilon
|        43.0000|              -0.640207|              -0.640144|                     20|	epsilon
|        43.1000|              -0.560340|              -0.560249|                     20|	epsilon
|        43.2000|              -0.474813|              -0.474755|                     21|	epsilon
|        43.3000|              -0.384603|              -0.384518|                     21|	epsilon
|        43.4000|              -0.290421|              -0.290440|                     22|	epsilon
|        43.5000|              -0.193431|              -0.193459|                     22|	epsilon
|        43.6000|              -0.094504|              -0.094545|                     22|	epsilon
|        43.7000|               0.005373|               0.005314|                     22|	epsilon
|        43.8000|               0.105205|               0.105119|                     22|	epsilon
|        43.9000|               0.203929|               0.203874|                     23|	epsilon
|        44.0000|               0.300638|               0.300593|                      2|	epsilon
|        44.1000|               0.394305|               0.394307|                      4|	epsilon
|        44.2000|               0.484052|               0.484082|                      4|	epsilon
|        44.3000|               0.568995|               0.569020|                      5|	epsilon
|        44.4000|               0.648174|               0.648273|                      5|	epsilon
|        44.5000|               0.721058|               0.721048|                      6|	epsilon
|        44.6000|               0.786647|               0.786619|                      6|	epsilon
|        44.7000|               0.844402|               0.844330|                      6|	epsilon
|        44.8000|               0.893650|               0.893605|                      7|	epsilon
|        44.9000|               0.934051|               0.933951|                      7|	epsilon
|        45.0000|               0.964955|               0.964966|                      8|	epsilon
|        45.1000|               0.986315|               0.986339|                      8|	epsilon
|        45.2000|               0.997808|               0.997857|                      8|	epsilon
|        45.3000|               0.999310|               0.999404|                      8|	epsilon
|        45.4000|               0.990909|               0.990966|                      9|	epsilon
|        45.5000|               0.972634|               0.972627|                     10|	epsilon
|        45.6000|               0.944583|               0.944569|                     10|	epsilon
|        45.7000|               0.907099|               0.907073|                     10|	epsilon
|        45.8000|               0.860561|               0.860515|                     10|	epsilon
|        45.9000|               0.805439|               0.805358|                     10|	epsilon
